day,year,mo,da,date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_offences,other_offense,criminal_trespass,burglary,weapons_violation,kidnapping,deceptive_practice,officer_interference,sex_offense,theft,robbery,assault,child_offense,criminal_damage,battery,narcotics,vehicle_theft,crim_sexual_assault,peace_violation,stalking,criminal_sexual_assault,liquor_violation,obscenity,gambling,prostitution,arson,homicide,intimidation,public_indecency,other_narcotics,cc_violation,human_trafficking,non_criminal1,non_criminal2,ritualism,non_criminal3,domestic_violence
7,2013,01,20,2013-01-20,25.2,5.8,1018.8,10.0,15.1,25.1,41.0,44.1,13.1,0.0,999.9,0,688,34,18,33,5,1,26,4,1,123,26,39,6,93,150,90,31,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2013,01,21,2013-01-21,12.4,-2.4,1022.9,10.0,13.1,19.0,24.1,18.0,8.1,0.0,999.9,0,665,56,14,49,7,0,35,3,1,132,23,35,6,56,104,75,61,1,2,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2,2013,01,22,2013-01-22,5.1,-8.7,1027.4,10.0,10.7,15.9,21.0,10.9,-0.9,0.0,999.9,0,693,46,20,36,7,1,46,0,2,175,20,27,4,80,107,62,46,1,3,1,0,1,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0
3,2013,01,23,2013-01-23,13.2,-1.4,1025.4,8.9,9.8,17.1,999.9,23.0,9.0,0.0,999.9,0,798,54,22,60,6,0,38,4,2,186,36,41,12,78,109,91,49,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,2013,01,24,2013-01-24,13.7,2.5,1032.2,9.4,9.6,21.0,29.9,23.0,3.9,0.01,999.9,0,863,55,29,52,7,0,29,4,4,184,27,37,6,64,106,169,63,2,6,1,0,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0
5,2013,01,25,2013-01-25,21.2,9.6,1025.6,8.3,10.5,13.0,999.9,28.0,5.0,0.0,1.2,0,824,52,30,55,6,0,36,2,1,197,42,38,2,64,137,83,61,3,6,0,0,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
6,2013,01,26,2013-01-26,20.9,8.1,1024.6,9.8,6.7,12.0,15.0,28.0,12.9,0.06,1.2,0,797,39,26,41,10,0,38,2,2,181,28,47,5,80,130,102,40,2,4,1,0,3,0,0,7,2,7,0,0,0,0,0,0,0,0,0,0
7,2013,01,27,2013-01-27,26.6,18.4,1027.9,8.5,10.2,21.0,28.9,32.0,14.0,0.0,999.9,0,705,48,20,32,7,0,28,1,0,152,21,46,9,74,141,76,40,3,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
1,2013,01,28,2013-01-28,41.3,39.4,1012.7,5.0,11.7,19.0,25.1,48.2,32.0,0.58,999.9,0,907,47,37,52,8,1,41,4,2,206,43,64,3,95,123,106,47,5,14,1,0,1,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0
2,2013,01,29,2013-01-29,51.8,50.1,1006.8,5.7,12.2,21.0,29.9,63.0,37.0,0.08,999.9,1,906,54,21,62,10,0,46,3,4,188,34,57,6,90,152,109,41,2,13,0,0,3,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0
3,2013,01,30,2013-01-30,41.1,40.0,995.3,4.9,8.2,17.1,24.1,55.4,28.4,1.36,999.9,0,856,49,35,71,11,1,36,5,1,178,44,42,11,79,119,98,49,3,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
4,2013,01,31,2013-01-31,19.1,11.3,1007.0,7.6,15.8,19.0,27.0,28.9,13.1,0.45,999.9,0,754,47,17,47,12,2,40,6,5,165,30,46,6,63,106,94,52,5,4,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
5,2013,02,01,2013-02-01,6.8,-2.7,1023.9,10.0,14.2,20.0,24.1,13.1,1.0,0.0,999.9,0,890,69,25,38,5,0,84,1,5,240,28,42,14,77,88,103,49,9,2,1,0,2,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0
6,2013,02,02,2013-02-02,16.2,10.9,1020.1,6.1,7.9,13.0,15.0,23.0,8.1,0.02,2.0,0,738,46,23,40,6,2,37,1,1,173,37,33,4,66,143,74,38,1,6,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
7,2013,02,03,2013-02-03,13.7,6.2,1016.9,8.1,7.4,15.0,22.0,23.0,8.1,0.01,1.2,0,593,31,16,28,3,0,24,2,1,103,23,27,7,69,153,60,38,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,2013,02,04,2013-02-04,23.0,18.8,1014.4,6.1,7.7,15.9,999.9,28.4,19.0,0.2,3.1,0,729,62,23,45,7,1,54,2,4,155,13,45,3,46,120,88,44,2,9,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
2,2013,02,05,2013-02-05,20.2,15.4,1013.4,7.8,7.7,15.0,999.9,34.0,6.1,0.02,3.9,0,789,53,27,50,11,1,39,2,1,172,42,49,8,61,102,114,42,1,5,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3,2013,02,06,2013-02-06,26.3,19.2,1020.6,9.5,5.8,11.1,15.0,36.0,6.1,0.04,2.0,0,826,48,24,49,10,1,40,5,5,161,33,55,7,71,130,110,50,3,12,1,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0
4,2013,02,07,2013-02-07,33.3,29.9,1018.0,4.8,7.1,12.0,999.9,35.1,30.9,0.0,3.1,1,753,45,30,46,4,1,23,2,0,168,23,57,8,51,116,101,59,0,9,0,1,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0
5,2013,02,08,2013-02-08,28.3,25.6,1020.5,7.4,11.9,20.0,28.9,34.0,23.0,0.96,3.1,0,816,54,30,48,15,3,45,6,2,190,31,41,13,59,93,114,51,2,12,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
6,2013,02,09,2013-02-09,27.0,21.8,1027.5,9.9,5.3,13.0,999.9,33.1,19.9,0.0,3.1,0,801,51,31,43,8,0,31,3,3,181,28,43,7,71,133,111,33,4,4,0,0,3,1,1,10,0,0,1,0,0,0,0,0,0,0,0,0
7,2013,02,10,2013-02-10,33.9,30.1,1014.5,8.3,10.5,22.0,29.9,44.6,26.1,0.11,1.2,0,762,37,14,37,6,1,26,2,0,153,22,42,11,94,160,95,41,8,7,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2013,02,11,2013-02-11,38.0,30.5,1003.8,10.0,22.9,32.1,42.9,48.9,30.2,0.29,3.1,0,760,49,24,50,9,2,31,5,2,173,18,42,4,61,117,99,65,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,02,12,2013-02-12,27.6,19.8,1017.1,10.0,11.6,21.0,27.0,45.0,24.1,0.0,999.9,0,785,58,32,42,8,0,37,6,3,171,28,38,2,79,97,127,40,1,8,0,0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0
3,2013,02,13,2013-02-13,29.0,23.2,1010.5,8.6,4.6,11.1,999.9,44.1,19.0,0.0,999.9,0,860,51,17,56,11,1,48,5,4,180,27,46,6,66,114,137,52,3,16,0,0,2,0,2,14,2,0,0,0,0,0,0,0,0,0,0,0
4,2013,02,14,2013-02-14,37.0,30.1,1006.3,10.0,10.3,20.0,28.0,37.9,35.1,0.0,999.9,0,750,61,28,46,11,0,31,3,6,148,26,42,4,57,118,116,30,1,7,2,1,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
5,2013,02,15,2013-02-15,30.0,17.1,1018.1,9.9,9.6,13.0,15.9,39.0,23.0,0.0,999.9,0,933,59,27,52,4,0,60,0,0,216,25,44,12,94,147,117,50,8,9,0,0,0,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0
6,2013,02,16,2013-02-16,19.0,6.0,1021.4,10.0,10.0,13.0,19.0,33.1,12.9,0.0,999.9,0,691,44,27,28,10,0,23,3,2,157,26,29,2,77,127,82,31,2,10,0,0,0,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0
7,2013,02,17,2013-02-17,16.9,1.2,1022.4,10.0,4.3,8.9,999.9,30.0,9.0,0.0,999.9,0,692,42,23,36,7,1,16,5,2,121,19,43,8,59,173,97,26,4,5,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
1,2013,02,18,2013-02-18,35.9,23.1,1011.4,9.9,12.4,21.0,27.0,52.0,10.0,0.0,999.9,0,757,56,32,40,14,1,26,2,0,147,41,45,4,73,123,89,46,1,12,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0
2,2013,02,19,2013-02-19,24.3,18.5,1007.7,7.1,18.5,27.0,35.9,52.0,14.0,0.29,999.9,0,750,76,27,46,7,0,39,2,1,168,29,44,9,55,111,79,42,2,6,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
3,2013,02,20,2013-02-20,14.6,4.2,1024.5,9.9,11.4,17.1,24.1,30.0,8.1,0.0,999.9,0,768,61,27,37,7,1,39,5,6,165,21,32,7,72,123,90,50,2,10,0,0,2,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0
4,2013,02,21,2013-02-21,23.1,15.7,1026.9,10.0,7.0,15.0,21.0,32.0,9.0,0.0,999.9,0,768,57,25,39,10,1,45,0,5,158,21,42,7,62,111,118,45,3,8,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0
5,2013,02,22,2013-02-22,27.8,24.0,1014.9,4.9,11.8,22.0,28.9,34.0,19.0,0.27,2.0,1,763,57,18,55,6,0,41,2,4,164,26,48,10,71,114,94,42,2,6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6,2013,02,23,2013-02-23,26.7,20.4,1013.0,9.2,10.2,13.0,20.0,34.0,23.0,0.2,2.0,0,697,50,19,20,7,1,38,1,2,127,28,27,7,75,138,87,52,4,2,0,0,1,0,1,8,0,1,1,0,0,0,0,0,0,0,0,0
7,2013,02,24,2013-02-24,25.9,17.4,1017.2,10.0,5.5,8.0,999.9,39.0,17.1,0.0,1.2,0,677,36,12,30,4,0,16,3,3,128,20,39,6,90,143,91,40,8,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2013,02,25,2013-02-25,31.2,22.3,1020.4,10.0,2.7,8.9,999.9,43.0,17.1,0.0,1.2,0,757,41,23,40,10,3,44,0,1,154,25,46,9,55,125,113,54,2,7,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2,2013,02,26,2013-02-26,34.2,27.9,1010.4,7.6,14.1,22.0,29.9,43.0,20.1,0.0,3.9,1,675,47,16,40,8,0,45,0,4,143,27,49,4,45,99,89,41,0,6,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0
3,2013,02,27,2013-02-27,33.5,31.7,1000.6,4.4,10.6,18.1,24.1,36.0,32.0,0.53,3.9,0,826,65,22,45,9,0,46,4,2,177,17,47,12,51,133,113,47,7,10,0,0,1,0,1,16,0,0,1,0,0,0,0,0,0,0,0,0
4,2013,02,28,2013-02-28,33.5,30.0,1010.2,6.6,11.5,15.0,22.0,35.1,30.9,0.11,3.1,0,809,60,14,45,9,1,44,3,5,151,27,45,5,67,144,125,50,1,8,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5,2013,03,01,2013-03-01,27.6,22.1,1019.0,8.5,11.6,15.9,22.9,35.1,26.1,0.02,3.1,0,1007,70,22,46,8,1,91,3,8,232,29,55,17,74,144,128,42,5,9,3,1,3,0,0,13,2,1,0,0,0,0,0,0,0,0,0,0
6,2013,03,02,2013-03-02,26.4,18.4,1021.6,9.8,11.2,15.0,21.0,30.9,23.0,0.01,3.1,0,766,48,24,35,10,1,38,5,2,152,29,36,5,71,150,109,35,6,5,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
7,2013,03,03,2013-03-03,23.2,10.4,1020.7,10.0,5.8,11.1,15.9,34.0,15.1,0.0,3.1,0,718,44,22,29,7,0,40,3,4,146,29,31,2,69,144,93,44,2,4,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,2013,03,04,2013-03-04,25.9,16.9,1019.2,10.0,5.4,15.0,20.0,34.0,15.1,0.0,3.1,0,814,47,25,42,8,3,47,4,3,169,28,41,10,73,130,131,43,0,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,03,05,2013-03-05,32.1,26.7,1013.8,5.8,9.6,13.0,18.1,34.0,18.0,0.0,9.1,1,697,38,25,44,7,0,29,2,4,158,22,47,7,62,118,89,26,2,11,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
3,2013,03,06,2013-03-06,30.6,26.3,1018.5,7.5,12.0,15.9,25.1,34.0,28.0,0.66,9.1,0,724,48,22,40,6,1,42,2,1,130,19,45,1,57,131,117,31,0,9,2,0,1,1,0,15,1,1,1,0,0,0,0,0,0,0,0,0
4,2013,03,07,2013-03-07,32.6,23.4,1027.5,10.0,5.5,9.9,999.9,39.9,26.1,0.0,5.9,0,831,59,25,42,14,1,33,3,4,176,21,48,8,65,136,128,42,2,10,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
5,2013,03,08,2013-03-08,31.9,24.7,1030.4,10.0,4.6,9.9,999.9,39.9,19.0,0.0,5.1,0,880,49,25,43,7,0,46,6,0,197,32,56,14,57,163,111,46,4,7,0,1,4,0,0,7,3,1,1,0,0,0,0,0,0,0,0,0
6,2013,03,09,2013-03-09,34.9,26.8,1022.6,9.8,9.4,15.0,999.9,41.0,21.9,0.0,5.1,0,839,74,26,35,9,1,30,5,1,165,24,42,6,81,164,110,36,5,11,0,1,3,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0
7,2013,03,10,2013-03-10,42.7,38.6,1010.0,7.4,7.2,12.0,999.9,48.9,30.2,0.47,1.2,0,694,61,14,20,6,0,18,5,2,134,28,41,5,93,139,83,32,4,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,2013,03,11,2013-03-11,42.5,41.1,1002.5,6.9,8.3,14.0,18.1,51.1,33.8,0.44,999.9,1,824,44,24,43,4,0,34,6,2,183,24,52,5,85,142,110,47,7,6,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,2013,03,12,2013-03-12,32.5,26.9,1010.3,9.2,11.9,21.0,32.1,36.0,28.4,0.1,999.9,0,842,56,36,47,8,0,55,1,3,205,23,46,6,58,118,122,35,2,8,0,0,5,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0
3,2013,03,13,2013-03-13,27.9,17.2,1020.5,9.6,13.4,20.0,28.0,37.0,21.9,0.05,999.9,0,825,67,20,41,6,1,42,5,2,193,21,62,8,60,127,115,29,2,11,1,0,4,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
4,2013,03,14,2013-03-14,28.9,17.4,1025.5,10.0,5.3,8.9,999.9,37.0,23.0,0.0,999.9,0,843,61,28,42,14,0,38,2,4,166,23,50,13,69,144,132,35,1,13,0,0,2,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0
5,2013,03,15,2013-03-15,34.6,30.7,1015.3,8.5,4.8,8.9,999.9,41.0,23.0,0.0,999.9,0,878,43,23,46,6,0,44,1,4,204,32,52,10,90,130,128,38,5,12,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
6,2013,03,16,2013-03-16,33.0,30.6,1011.5,6.8,9.3,14.0,21.0,41.0,30.0,0.2,999.9,0,827,57,21,23,5,2,13,6,2,154,27,44,10,97,196,97,34,5,15,1,0,8,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0
7,2013,03,17,2013-03-17,30.3,20.4,1020.7,10.0,9.1,15.9,22.9,35.1,26.1,0.0,999.9,0,773,55,21,32,10,0,26,5,3,144,20,37,5,96,162,107,27,8,8,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
1,2013,03,18,2013-03-18,31.6,26.2,1011.6,6.9,9.6,17.1,26.0,35.1,26.1,0.02,999.9,0,794,59,22,49,5,0,49,4,4,195,30,47,15,81,110,76,35,3,5,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0
2,2013,03,19,2013-03-19,24.1,13.5,1011.6,9.8,18.9,24.1,35.0,35.1,17.1,0.06,999.9,0,771,59,21,51,8,0,40,0,1,168,19,41,5,75,128,96,44,0,9,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3,2013,03,20,2013-03-20,21.6,8.2,1018.0,10.0,14.7,19.0,28.9,32.0,14.0,0.0,999.9,0,789,70,31,35,2,0,40,3,1,171,17,37,5,67,136,111,41,4,6,1,0,3,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
4,2013,03,21,2013-03-21,21.9,8.2,1017.2,10.0,8.8,15.0,18.1,33.1,14.0,0.0,999.9,0,759,47,20,51,10,2,34,4,2,165,16,52,7,58,135,111,22,2,12,1,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0
5,2013,03,22,2013-03-22,28.3,14.2,1017.2,10.0,4.9,8.0,999.9,41.0,14.0,0.0,999.9,0,864,47,18,49,9,0,56,5,4,214,22,45,7,96,139,99,31,2,11,0,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0
6,2013,03,23,2013-03-23,32.4,20.6,1018.6,10.0,4.7,12.0,999.9,41.0,19.9,0.0,999.9,0,783,47,15,39,9,0,34,5,5,168,25,45,7,98,157,86,24,6,6,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
7,2013,03,24,2013-03-24,33.8,24.3,1012.0,10.0,13.0,22.0,34.0,41.0,25.2,0.0,999.9,0,789,48,15,41,10,1,28,6,2,138,19,53,5,107,179,95,28,3,4,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0
1,2013,03,25,2013-03-25,33.8,26.0,1008.9,9.6,16.5,22.0,29.9,37.9,32.0,0.01,999.9,0,758,56,20,42,6,1,37,0,3,175,26,39,8,80,99,107,51,0,3,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
2,2013,03,26,2013-03-26,35.2,23.5,1020.0,9.9,8.1,11.1,19.0,43.0,28.9,0.0,999.9,0,775,45,28,45,10,1,41,6,1,167,24,49,4,85,104,107,37,1,6,1,1,1,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0
3,2013,03,27,2013-03-27,37.2,23.4,1025.0,10.0,7.0,11.1,999.9,43.0,29.1,0.0,999.9,0,775,57,20,39,5,1,37,3,1,154,31,37,4,97,134,102,26,4,8,1,0,3,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0
4,2013,03,28,2013-03-28,38.1,21.0,1026.5,10.0,4.9,8.9,999.9,51.1,28.0,0.0,999.9,0,833,47,26,34,6,1,34,6,1,195,24,48,3,96,115,132,30,1,11,1,0,2,0,1,17,1,1,0,0,0,0,0,0,0,0,0,0
5,2013,03,29,2013-03-29,43.2,22.4,1025.6,10.0,2.7,9.9,14.0,55.0,28.2,0.0,999.9,0,874,60,20,48,8,0,48,3,1,192,27,46,7,98,135,100,47,6,12,0,0,3,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0
6,2013,03,30,2013-03-30,42.5,28.8,1020.7,10.0,6.8,17.1,22.9,59.0,28.0,0.0,999.9,0,869,41,26,44,10,1,42,2,4,193,32,53,9,107,162,88,25,6,13,0,0,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
7,2013,03,31,2013-03-31,49.3,38.4,1008.6,8.8,11.4,20.0,28.9,59.0,28.2,0.0,999.9,0,768,49,14,30,7,0,17,8,1,136,29,39,8,96,203,83,27,6,9,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0
1,2013,04,01,2013-04-01,36.2,18.8,1015.8,10.0,11.8,17.1,22.9,59.0,28.9,0.0,999.9,0,953,59,21,45,9,1,86,6,9,248,33,57,14,72,142,102,36,4,3,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,2013,04,02,2013-04-02,34.0,13.6,1023.1,10.0,8.4,14.0,22.0,45.0,25.0,0.0,999.9,0,839,56,19,44,12,0,43,4,0,178,26,46,8,80,149,114,32,2,10,1,0,2,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0
3,2013,04,03,2013-04-03,35.1,15.0,1028.2,10.0,6.4,12.0,15.0,45.0,25.0,0.0,999.9,0,827,59,16,49,12,0,50,3,6,172,27,51,5,71,130,125,23,2,11,0,0,0,0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
4,2013,04,04,2013-04-04,39.1,19.5,1022.8,10.0,6.6,13.0,18.1,57.9,25.0,0.0,999.9,0,934,52,21,46,8,0,54,3,1,195,30,60,7,89,175,121,36,3,13,1,0,2,0,3,10,1,2,1,0,0,0,0,0,0,0,0,0
5,2013,04,05,2013-04-05,43.8,26.7,1019.5,10.0,9.4,18.1,22.0,57.9,25.2,0.0,999.9,0,900,54,31,44,11,2,52,3,1,210,24,43,7,111,156,96,26,4,14,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0
6,2013,04,06,2013-04-06,46.9,27.9,1015.4,10.0,14.0,26.0,35.9,70.0,36.0,0.0,999.9,0,807,44,23,32,10,0,24,5,3,163,33,52,6,106,172,93,22,3,8,1,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
7,2013,04,07,2013-04-07,53.0,39.3,1009.0,10.0,12.3,20.0,42.0,70.0,36.0,0.04,999.9,0,797,43,24,38,8,0,27,8,1,140,25,44,4,98,173,103,45,6,5,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1,2013,04,08,2013-04-08,50.3,42.2,1010.2,9.2,11.6,28.0,38.1,64.0,39.9,0.33,999.9,0,896,61,23,44,8,1,44,6,1,177,28,53,6,95,184,102,37,4,10,0,0,0,0,4,2,5,1,0,0,0,0,0,0,0,0,0,0
2,2013,04,09,2013-04-09,43.9,40.9,1013.2,7.5,8.8,17.1,24.1,64.0,39.0,0.26,999.9,0,825,64,26,51,8,0,41,5,4,176,22,54,7,62,131,118,36,2,6,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
3,2013,04,10,2013-04-10,39.9,38.2,1013.2,7.9,13.2,22.0,39.0,43.0,37.4,0.13,999.9,0,852,55,38,55,5,2,50,3,1,200,31,50,4,87,122,90,33,1,12,1,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0
4,2013,04,11,2013-04-11,41.3,40.3,1006.5,4.7,10.9,22.0,28.0,46.4,37.9,0.98,999.9,0,813,44,18,44,12,0,37,5,3,169,33,63,5,82,132,110,45,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,2013,04,12,2013-04-12,41.0,37.1,1003.2,8.1,9.9,17.1,22.9,46.0,37.0,0.17,999.9,0,922,72,28,49,12,0,52,2,2,207,30,40,12,93,155,110,31,3,16,0,0,3,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0
6,2013,04,13,2013-04-13,38.7,28.6,1011.6,9.7,13.0,18.1,24.1,45.0,34.0,0.0,999.9,0,842,52,19,35,11,0,28,5,4,181,27,53,6,104,175,91,24,1,14,0,0,2,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0
7,2013,04,14,2013-04-14,45.4,32.6,1013.1,10.0,9.1,17.1,26.0,69.1,35.1,0.0,999.9,0,828,51,18,27,11,0,20,6,4,155,25,49,3,105,213,91,27,3,12,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1,2013,04,15,2013-04-15,60.6,49.3,1007.4,10.0,15.6,24.1,36.9,69.1,37.9,0.04,999.9,0,843,51,22,51,12,0,36,2,2,222,34,55,3,90,147,79,21,2,5,2,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0
2,2013,04,16,2013-04-16,47.2,37.7,1017.7,9.8,5.9,11.1,17.1,66.0,39.9,0.32,999.9,0,862,57,33,59,15,0,36,0,1,170,23,54,8,88,148,104,30,3,19,0,0,4,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0
3,2013,04,17,2013-04-17,43.4,36.2,1022.8,8.2,9.9,20.0,22.9,57.9,39.9,0.01,999.9,0,719,47,23,46,3,0,38,4,3,152,26,42,7,83,107,90,33,3,6,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0
4,2013,04,18,2013-04-18,52.2,50.9,1003.6,5.8,9.2,27.0,36.9,63.0,42.1,4.69,999.9,1,798,44,22,52,9,0,31,2,2,176,42,55,12,69,149,76,35,2,8,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
5,2013,04,19,2013-04-19,40.9,33.2,1000.9,9.7,18.4,25.1,35.0,63.0,36.0,0.86,999.9,0,847,48,24,64,6,1,46,2,4,193,24,42,6,81,144,109,39,5,3,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
6,2013,04,20,2013-04-20,37.1,23.2,1019.2,9.2,10.0,19.0,27.0,46.9,30.9,0.01,999.9,0,804,43,25,31,8,0,24,4,3,179,32,42,3,110,144,109,29,5,6,0,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0
7,2013,04,21,2013-04-21,40.5,23.6,1030.7,10.0,9.0,15.0,18.1,54.0,28.9,0.0,999.9,0,773,41,25,27,14,0,35,8,2,158,24,58,1,92,160,85,23,3,11,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1,2013,04,22,2013-04-22,51.5,32.0,1024.5,10.0,9.1,13.0,15.0,66.9,29.1,0.0,999.9,0,915,56,27,54,12,1,42,4,1,201,21,72,3,85,186,96,32,3,9,1,0,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0
2,2013,04,23,2013-04-23,53.2,43.5,1014.9,9.0,8.2,12.0,14.0,66.9,37.9,0.01,999.9,0,764,56,15,62,11,0,32,1,1,166,35,44,4,87,124,82,29,0,6,0,0,0,0,1,4,1,0,3,0,0,0,0,0,0,0,0,0
3,2013,04,24,2013-04-24,41.3,33.0,1015.8,9.6,9.2,15.9,21.0,59.0,37.0,0.73,999.9,0,907,44,30,63,9,0,46,5,3,190,36,52,5,116,146,102,32,2,8,1,0,0,0,5,10,1,1,0,0,0,0,0,0,0,0,0,0
4,2013,04,25,2013-04-25,45.0,32.0,1021.0,10.0,12.7,20.0,24.1,51.1,37.0,0.07,999.9,0,876,50,26,43,8,0,50,7,5,198,37,62,8,67,149,119,28,0,9,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0
5,2013,04,26,2013-04-26,49.2,34.9,1026.0,10.0,9.2,19.0,26.0,66.9,34.0,0.0,999.9,0,962,51,23,52,13,1,56,3,4,233,30,66,6,95,147,99,36,1,19,0,0,5,0,4,16,1,1,0,0,0,0,0,0,0,0,0,0
6,2013,04,27,2013-04-27,57.2,43.1,1023.2,10.0,6.4,13.0,19.0,68.0,34.0,0.0,999.9,0,869,55,18,33,4,0,30,2,6,181,25,66,5,99,198,82,34,3,9,0,0,4,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0
7,2013,04,28,2013-04-28,57.8,47.1,1013.6,8.8,5.2,9.9,999.9,68.0,43.0,0.03,999.9,0,794,48,20,31,8,1,25,5,3,170,22,46,4,106,166,93,26,4,7,0,0,1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0
1,2013,04,29,2013-04-29,60.1,51.0,1010.8,9.5,7.7,17.1,28.0,73.9,46.9,0.0,999.9,0,905,59,28,62,9,0,45,8,2,211,26,68,3,96,141,99,18,5,16,2,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
